model,topic,class_0_weight,class_1_weight,class_2_weight,word
MT,abortion,-0.034732213953415705,-0.027755017260307883,0.038362617046940044,think
ST,abortion,-0.01298880755552884,0.023204676828817276,0.00674375926401992,should
MT,abortion,0.024988749139945875,-0.0036304058576865374,0.034362048474077554,should
ST,abortion,0.04105714488059385,-0.07710243105539921,0.03604528542426624,that
MT,abortion,-0.01821370180629033,0.05508524144035653,-0.0508314443525559,that
ST,abortion,-0.009147021471067865,-0.007462332622440397,0.01660935457450107,should
MT,abortion,-0.004253797797364366,0.03867554338991838,-0.02046182927589878,should
ST,abortion,1.1475811657625421e-05,-1.2986579744563617e-05,1.5106437225790933e-06,think
MT,abortion,-6.353060664181747e-06,7.980250911267227e-06,-1.6538194004402992e-06,think
ST,abortion,0.013512726326652746,-0.010342358953466234,0.00395097438570293,i
MT,abortion,0.00010727337618971022,-0.00010828413984706798,1.2051569360192624e-06,i
ST,abortion,-0.0007967781450325922,-0.003154200473453131,-0.0031703806503527634,think
MT,abortion,8.620299757003888e-05,-8.742599946607522e-05,1.0127344887014115e-06,think
ST,abortion,9.234232795140485e-06,1.2485224753009789e-06,-1.0485502356617093e-05,opinion
MT,abortion,2.7562050346201956e-06,-1.7421017009015247e-06,1.2219445636401385e-06,opinion
ST,abortion,-8.158650779232286e-07,1.8321837867076691e-07,6.371348280048533e-07,that
MT,abortion,-1.0172860333927849e-06,-2.1503620837139235e-07,-1.0272405564966203e-06,that
ST,abortion,0.016962982527946348,-0.07838543359979251,0.06142245047614188,that
MT,abortion,0.012876431616238675,-0.011290510938037615,-0.001585926035143523,that
ST,abortion,-0.04748815626538623,-0.012990736941338626,0.060478895308495643,should
MT,abortion,0.01699820584865023,-0.03515262198612843,0.018154422876976422,should
ST,abortion,0.014145247930769671,-0.014177793483385482,3.2552994194417685e-05,since
MT,abortion,-6.618497742012733e-05,4.822401361706306e-05,1.794818251773047e-05,since
ST,abortion,-0.007393303294280767,0.007188618925033757,0.0002046772739846519,would
MT,abortion,-0.2916829321779529,0.2773446751004571,0.0143382515191531,would
ST,abortion,-0.005468112651041099,0.00537445920978178,9.364012357215243e-05,if
MT,abortion,0.04612157228527748,-0.05355492698798231,0.007433360229965171,if
ST,abortion,0.004531517767572759,-0.0023730206556859226,-0.002158494710374947,i
MT,abortion,0.004891589471614698,-0.004917432918628158,2.5830511026218132e-05,i
ST,abortion,0.007582248033341123,-0.10206332362270111,0.0944810644926692,that
MT,abortion,0.08944488195645281,-0.1386248958497474,0.04918000643226656,that
ST,abortion,0.07044265266009253,-0.004655049209300084,-0.06578760969845626,clear
MT,abortion,1.529173256591801e-05,-5.895054389541562e-06,-9.398360759803789e-06,clear
ST,abortion,0.0031290973799641773,-0.0024221967530842436,-0.0007069044634515204,point
MT,abortion,-3.42462622394593e-08,1.390966375241662e-06,-1.3568754391061466e-06,point
ST,abortion,1.051164081394976e-05,-8.86232642978804e-06,-1.6334292533341052e-06,for
MT,abortion,0.00038672487472249,-4.433861633287989e-05,-0.0003423838163832952,for
ST,abortion,0.0002921570016178337,-2.819173625093005e-06,-0.0002893202458739154,that
MT,abortion,0.0043511565676539795,-0.0004593939876340706,-0.003891761093319803,that
ST,abortion,0.25693274488428136,0.0006681730924723088,-0.2576009024202246,should
MT,abortion,0.17655519785964663,0.00604279043262707,-0.18259797633515434,should
ST,abortion,-0.1666953111716004,0.16675577264706873,-6.0449499285887825e-05,if
MT,abortion,-0.33947955134890995,0.3375882746511016,0.0018912704140821898,if
ST,abortion,-0.02132283595046106,0.004630966439045029,0.020543427913596847,that
MT,abortion,-0.034963801656759275,-0.006260192905226747,0.03685804087567368,that
ST,abortion,-0.018932322823625555,-0.003490281971500777,0.016691867945098488,should
MT,abortion,0.012665633000470985,-0.006066403506443436,0.017379153328787478,should
ST,abortion,-0.004772237107599656,-0.0016111206817543816,0.008262513341589981,if
MT,abortion,-0.011312757383514433,-0.0018942316347031398,-0.006405442089964585,if
ST,abortion,0.1328721709959283,-0.12051849224093486,-0.02880652223729172,point
MT,abortion,-0.08373532011311759,0.11819477142231517,0.03463595866409749,point
ST,abortion,0.12099112781041531,-0.10406564111849437,-0.023178405568353183,think
MT,abortion,0.05836003147884189,-0.08298061595362106,-0.034459457228213565,think
ST,abortion,0.11603233418030512,-0.10267131329018127,-0.013361015630116954,i
MT,abortion,0.038062598357518,-0.0726985550128299,0.024620564510330185,i
ST,abortion,0.09443681178427792,-0.07125841086659608,-0.0004726324836538274,that
MT,abortion,0.03337810288619546,-0.05181616256668954,0.018438063239541617,that
ST,abortion,0.04898468226716354,-0.048972076639250246,-3.4131655589886315e-05,i
MT,abortion,0.11426970273373915,-0.11398322835258151,-0.00028647776338906283,i
ST,abortion,-0.0035590581758899505,0.003593176261064092,-1.2598718668903017e-05,for
MT,abortion,0.08802414245274963,-0.087958293110448,-6.585105319328295e-05,for
ST,abortion,-8.547271506415293e-06,5.654522211912689e-06,2.8950370952438318e-06,for
MT,abortion,-2.388058028989641e-06,2.0471250748991678e-06,3.364501945612004e-07,for
ST,abortion,-0.09508709655388252,0.09190659047917485,-0.012268880449731087,obvious
MT,abortion,0.05356949306876476,-0.10228402783663414,0.06573051084431074,obvious
ST,abortion,0.029971769699673464,-0.01770288868704668,0.0031805092003504578,that
MT,abortion,0.03655351037107288,-0.004462160112407161,-0.04910731886481927,that
ST,abortion,-0.03551027880338327,0.02369052666744269,0.04892319477908249,since
MT,abortion,-0.045309801456514934,-0.06418111590925668,0.06446333596867258,since
ST,abortion,-0.030526092263029922,-0.01953501212187853,0.04098083123347037,should
MT,abortion,-0.03713260921560951,0.047938717031953716,0.05954597836299075,should
ST,abortion,0.024863102407115704,-0.013412918671449524,-0.01830522778075166,potential
MT,abortion,0.02126613029064748,-0.044498554721313185,0.04177954142047886,potential
ST,abortion,-0.02144581243528569,-0.006571926640051474,0.006835568745073718,for
MT,abortion,-0.015047424666575234,-0.02293827674766167,-0.03360432568445681,for
ST,abortion,0.008764828380037308,-0.006557865291835724,-0.0043521785333469195,would
MT,abortion,0.010470043285597343,0.012338196828351262,0.02648590105652105,would
ST,abortion,-0.0038905258910695768,0.002650369389961335,-0.002192897580076449,believe
MT,abortion,-0.010190456624844737,-0.01078824489258099,-0.010806096441073491,believe
ST,abortion,0.0033302542744501826,0.001466669939262438,0.0012401522846245121,opinion
MT,abortion,-0.003547629708167026,0.003530251231122913,0.009653101967758282,opinion
ST,abortion,-0.002153393870551535,0.0010219168092985718,0.0006867242702599846,that
MT,abortion,-0.00028222264881487964,0.0005373576786233766,0.0003181935544195302,that
ST,abortion,4.613948973570361e-06,-2.42701518831178e-06,2.214667707132474e-06,i
MT,abortion,1.4233040630450323e-06,9.653292759555411e-07,-1.8970682751001562e-06,i
ST,abortion,-4.249140486105616e-06,2.043329895827211e-06,-2.179230398555272e-06,that
MT,abortion,-1.0783632250230188e-06,4.686504013351007e-07,1.1366092051594648e-07,that
ST,abortion,0.00041772828665303797,-0.006042728534717997,0.005625010932110368,because
MT,abortion,0.00017011232312641334,0.031252061583033855,-0.03142217316600479,because
ST,abortion,-0.019928676187255617,0.046093989806501603,-0.02616531152504184,that
MT,abortion,-0.27440103905813357,0.275371293018711,-0.0009702457920099736,that
ST,abortion,-0.044688570567579605,-0.2224754460655633,0.2671640095333839,for
MT,abortion,-0.024111698775124518,-0.07384515683356056,0.061891887407052065,for
ST,abortion,0.02777457453724954,-0.14186935755508795,0.1273619630019968,because
MT,abortion,0.02299405175813285,-0.024463304415729154,0.04857500102689755,because
ST,abortion,0.014507397926750286,-0.08604959788323939,0.05827502439315695,should
MT,abortion,0.011953264994866717,0.007019704501592784,-0.030013760936670592,should
ST,abortion,-0.00028251450049118196,0.0002382818471403927,4.423946331443682e-05,should
MT,abortion,-2.1830911640455098e-05,4.001190254910242e-05,-1.81738687060754e-05,should
ST,abortion,0.17635011020478036,-0.17657957932413695,-0.0006121294901760682,believe
MT,abortion,-0.15346047040428606,0.15362209008679972,-0.00016161944099356035,believe
ST,abortion,-0.04509519799218873,0.04570732896262802,0.00022946667462329898,because
MT,abortion,0.08068877146332101,-0.08067327163147732,-1.5501011252170077e-05,because
ST,abortion,0.16238297124238055,-0.15162608184505016,0.045747105665361165,i
MT,abortion,-0.08149293060853859,-0.05730673271219993,-0.05450825626227085,i
ST,abortion,-0.06639818635691573,0.09070554013786032,0.04166379948616721,for
MT,abortion,0.06016345052724811,0.04928687973415419,0.04734390579614976,for
ST,abortion,-0.03443327350213888,-0.05416481698159924,-0.02430735466175968,would
MT,abortion,-0.02392289308187501,0.011019869056884173,0.03220604455409733,would
ST,abortion,0.012501013313941827,-0.011313837404419868,-0.010756885298590363,that
MT,abortion,0.009962830112159211,-0.005655189696844312,0.01290302266013669,that
ST,abortion,-0.0032195511010850624,0.00322793118679944,-8.388798694195782e-06,however
MT,abortion,0.00016097419483045302,-3.200135494010964e-05,-0.00012896715533032162,however
ST,abortion,5.041837018660287e-06,-4.249895920340729e-06,-7.881073242227973e-07,i
MT,abortion,4.148822202504063e-06,1.2032329734304632e-06,-5.358746003729227e-06,i
ST,abortion,0.317631452541919,-0.019029998578405743,-0.29860145748919753,must
MT,abortion,0.01278890718796528,2.6405016899575247e-05,-0.01281531763378479,must
ST,abortion,-0.011907160119779618,0.01690701511523015,-0.004999849079477431,would
MT,abortion,-0.0201840495406421,0.014235466136403417,0.005948585800046977,would
ST,abortion,-0.024646997908176267,0.0033736712627427472,0.021273324172361222,that
MT,abortion,0.06988693052298292,-0.03038667727449929,-0.03950025622178609,that
ST,abortion,0.06554990698718995,-0.00432407472533841,-0.06122582994196242,that
MT,abortion,0.020399195574570903,-0.020734563099189612,0.0003353669894850348,that
ST,abortion,0.022013302473455728,-0.025668758539066812,0.003655455638617162,for
MT,abortion,0.051233097417339564,-0.06448521763491043,-0.03219981395113482,for
ST,abortion,0.02127638354915268,-0.024340753809263083,0.003064377189410967,that
MT,abortion,0.042372414078786155,-0.010172603542101082,0.013252112252484773,that
ST,abortion,-1.8040550693447694e-05,1.5134651199725522e-05,2.936650813352716e-06,must
MT,abortion,9.524114243778099e-06,-4.525875608500242e-06,-5.025510489510404e-06,must
ST,abortion,-5.859623512673538e-06,3.3205805344840488e-06,2.550700647037377e-06,point
MT,abortion,1.785026016265344e-06,-1.4968582137891647e-06,-2.917263211452472e-07,point
ST,abortion,0.1795971050767082,-0.1457804435088954,-0.033816675810374834,for
MT,abortion,-0.0336465660111914,0.0469866271476902,-0.013340054435975164,for
ST,abortion,-3.1641620643312836e-05,2.1837358806822453e-06,3.277447766537459e-05,thus
MT,abortion,-1.5553779282643462e-05,1.0086760778013778e-06,1.4542853658358355e-05,thus
ST,abortion,9.976435030729221e-06,-1.1284854433239769e-06,-1.2170750289521672e-05,that
MT,abortion,-8.766872506009327e-06,-1.2484047788178838e-07,8.889536360459813e-06,that
ST,abortion,0.11414539561599897,-0.022747378874848713,-0.09139799534255408,therefore
MT,abortion,-0.02805975301985577,0.02699961466401213,0.0010601635741255798,therefore
ST,abortion,0.17864688178069335,-0.1673780033506796,0.02676304629068714,would
MT,abortion,-0.08123331098283325,0.09012826883777808,0.021929302377592684,would
ST,abortion,-0.08022434416571633,0.05346128966290957,-0.011268882353100586,would
MT,abortion,0.043627611879832724,-0.0655569170120317,-0.008894965761294636,would
ST,abortion,-0.05153599437833287,0.09985932152857452,0.08083809460322863,would
MT,abortion,-0.019279147916755855,0.13088883902069787,-0.1116096964355693,would
ST,abortion,-0.0249763092296256,-0.055861779656780915,-0.04832333026738993,that
MT,abortion,0.010601544577992311,-0.010744441524317777,0.0001428910615992113,that
ST,abortion,0.10845475511328051,-0.11187703212413953,0.10285494128639097,because
MT,abortion,-0.04067775504215964,0.10855328840900398,-0.0678755289950884,because
ST,abortion,-0.09507023343963192,0.025492573704399238,-0.08461503703256437,that
MT,abortion,-0.012831362727815552,0.035738735438667686,-0.022907357834539496,that
ST,abortion,0.009022099138599997,-0.023839723031268446,0.06957766496520204,for
MT,abortion,-0.006233734310445977,0.01900638302214654,-0.012772645301617307,for
ST,abortion,-0.051957374581380104,0.019589142758903853,0.03236822850091987,for
MT,abortion,0.023614118793515913,0.01860429673180776,-0.042218418562953726,for
ST,abortion,-0.19622760167974548,0.11425027109779633,0.08197732993029541,if
MT,abortion,-0.10530360376300063,0.13255024494403028,0.04362438705363806,if
ST,abortion,-0.02960470496554735,0.042047768901138365,-0.03599431136907459,fact
MT,abortion,-0.06364396642437647,-0.050743242041645965,-0.027246638709374844,fact
ST,abortion,-0.006053450915221853,0.008103661943053014,0.02150104386146481,that
MT,abortion,0.007118847024167727,0.04346013264341585,0.020183823538610382,that
ST,abortion,-0.004357423564212681,0.003804741052517472,0.0005526827016310021,think
MT,abortion,-1.0171400203580856e-06,2.4892040615739696e-07,7.588271875189537e-07,think
ST,abortion,8.110068439179784e-06,-1.4714659681749697e-05,6.5752303085053115e-06,that
MT,abortion,1.1571762275468688e-05,-1.1724555230568089e-05,1.4201273595835142e-06,that
ST,abortion,6.970386669539259e-06,-4.085791931011784e-06,-2.824955543870169e-06,i
MT,abortion,-2.2188915764746357e-06,8.012156700415457e-07,1.314233754699336e-07,i
ST,abortion,-0.044926483168834574,-0.0020244300724098488,0.04695091367152957,would
MT,abortion,-0.09821952379320636,0.010395800223681629,0.08782371281400045,would
ST,abortion,-0.11830380281164968,0.16344964665572187,-0.19850442939068288,could
MT,abortion,0.298799389816865,0.12529508441027087,-0.3340307265129453,could
ST,abortion,0.03505478246576912,0.0225899450895064,0.09571385288309917,if
MT,abortion,-0.07676391304232705,0.035231336896664384,-0.04853117401903032,if
ST,abortion,-0.02002534260845173,0.019957397528785677,0.00013083032903002837,that
MT,abortion,0.039638851566372486,-0.040031583082784525,0.0031679683285785413,that
ST,abortion,-0.003469552938717865,0.0033387221618027627,6.795370014413911e-05,for
MT,abortion,-0.01167417517469831,0.00850619654684662,0.0003927308346126107,for
ST,abortion,-0.20777738631741363,-0.012838574520291511,0.2206159602583672,if
MT,abortion,-0.213956776704218,0.002152478752294929,0.21180430588764732,if
ST,abortion,-0.08370154832400394,-0.044134370503127296,0.10061747407774148,if
MT,abortion,-0.04650646782492078,0.029321729076381527,-0.05138070213129627,if
ST,abortion,-0.056547623035830295,-0.04406985237961461,0.07115294024310692,for
MT,abortion,0.04573929642288448,0.005641402464060132,0.04249296731738471,for
ST,abortion,-0.02701855921692764,0.03244175304477531,0.05125978966869223,that
MT,abortion,-0.03149578821605672,0.004013498679730283,0.002174049266376899,that
ST,abortion,0.01994820527231465,-0.015957949755054796,-0.003990254329605903,points
MT,abortion,0.009379135016626966,-0.007573129261476172,0.00209071144667231,points
ST,abortion,-0.012554899917829779,0.009807569651770478,0.0027473301569333657,that
MT,abortion,0.003984667008313507,-0.004419326204531463,-0.0018667554608188,that
ST,abortion,-0.007030694265023287,0.008963880219169001,-0.001933184573367148,should
MT,abortion,0.0023286122753148134,-0.002117911195315882,-0.0018060005435247628,should
ST,abortion,-0.11439312980215895,-0.03316110692358409,0.12689310304474474,because
MT,abortion,-0.08762545194462602,-0.056730240144985164,0.0779479872933319,because
ST,abortion,0.030879651466371748,0.019533649594492435,-0.044256644013288195,therefore
MT,abortion,-0.04348236438807961,-0.010851488753065413,0.05433384451426341,therefore
ST,abortion,0.02472299270700084,-0.012499968188273739,0.0022814504034992925,should
MT,abortion,0.036533630500593404,0.009677466228887512,0.020196606445491278,should
ST,abortion,-0.00850601870655983,0.0021956254820578052,0.00744090644753243,believe
MT,abortion,-0.06872772267230415,0.04597005684013474,-0.02735631374158085,believe
ST,abortion,-0.00404850163369153,0.0010651115776152264,0.001852878402199719,that
MT,abortion,0.010243861175495094,0.01711245727844994,0.022757668327568013,that
ST,abortion,-0.07902297618343167,0.030609020188779378,0.04841396141792744,for
MT,abortion,-0.1104722719630527,-0.0015139480228266214,0.11026663509717399,for
ST,abortion,0.01218778444424539,-0.015967472154258866,0.0037796893471369274,that
MT,abortion,-0.039066799883534155,0.0002056391578993408,0.04058073951790273,that
ST,abortion,-0.0002255059464964601,0.00022443176996531992,1.0713239904294781e-06,i
MT,abortion,-1.58974398740676e-05,3.271964239651128e-06,1.2628245884912634e-05,i
ST,abortion,-0.0741355056137489,0.07307555868246414,0.0010599363321284981,if
MT,abortion,-0.20201858605421583,0.194443378547935,0.007575220646065502,if
ST,abortion,-0.07472072182224955,0.02707496024095817,0.052010240690786566,fact
MT,abortion,-0.027871041471531507,-0.013154769028748035,0.03547175749261876,fact
ST,abortion,-0.02029656540279419,-0.023024420505454047,-0.0067783981523827745,that
MT,abortion,-0.022316995084534403,0.0022647925147450385,0.025606252657657678,that
ST,abortion,0.01643458496420676,0.02271048444767355,0.006589837014664291,for
MT,abortion,0.013893451856727706,0.0012684100747422534,-0.015161857488526257,for
ST,abortion,0.009958491788137017,-0.013659594825607654,0.0037011030480290203,for
MT,abortion,0.004593837343043215,-0.004468715562888893,-0.00012512756998046126,for
ST,abortion,0.07084709868740695,0.10463783241920564,-0.17548493804268933,whereas
MT,abortion,-0.0011927701213020237,0.11838829889196345,-0.11719552788452534,whereas
ST,abortion,0.0031530259495262283,-0.021085844375221263,0.017932812951666818,for
MT,abortion,0.020311269437330748,-0.007323420289113016,-0.016505163033325235,for
ST,abortion,-0.0019574739051249086,-0.01478548123499329,0.016742946533360965,since
MT,abortion,-0.003223942735607365,-0.003806099651434279,0.010547365071224677,since
ST,abortion,0.0019558262043012286,-0.004646531826054051,0.002690703551066593,i
MT,abortion,0.002422019390210867,0.0025856093330449094,-0.005007627030109404,i
ST,abortion,-0.03950692803929848,-0.08511697299555121,0.1246239010896808,should
MT,abortion,-0.045768848872376956,0.07530061555307653,-0.11770983943725803,should
ST,abortion,0.0020630609320905313,0.0020637993634653644,-0.004126861156710602,think
MT,abortion,0.04240921576609238,-0.018036588037250036,0.06380544328169167,think
ST,abortion,0.013527095322537864,-0.017479735742099697,0.003952631390251214,for
MT,abortion,0.0010870034637553577,-0.017766079388259467,0.016679079186819722,for
ST,abortion,0.07763768272248393,-0.006831352516663673,-0.07080632454739735,if
MT,abortion,-0.029599543788903258,0.00548674599907714,0.024112813103450488,if
ST,abortion,-0.0573291592384061,0.0014145774884669856,0.05591458261472943,that
MT,abortion,-0.06559708549508805,0.03449762509755492,0.031099464122293374,that
ST,abortion,-0.12619887289275666,0.07114662108375577,0.0550522472615875,if
MT,abortion,-0.09196071277636651,0.0741742431045018,0.01778647623664966,if
ST,abortion,0.008449886366354005,-0.0009578208015536962,-0.007492062074929352,given
MT,abortion,-0.04944133722878804,0.00013945110351946103,0.04930188185321414,given
ST,abortion,-0.48363391061912664,0.1768490226772533,0.30678489285226196,because
MT,abortion,-0.11182543697601516,0.11064072914077934,0.0011847079063922316,because
ST,abortion,0.07350228925019213,-0.050190432373517335,-0.023311856272037402,i
MT,abortion,8.26979287840325e-06,-2.271640100906973e-06,-7.441810630435593e-06,i
ST,abortion,-0.002350301362628846,-0.009306668586760252,0.011656976264688782,could
MT,abortion,-1.0989365113518763e-06,-8.273447321288957e-07,3.3683817660577447e-06,could
ST,abortion,-0.3962676245134249,0.03333239409513013,0.36293524906244756,if
MT,abortion,-0.2845959887172976,0.1310214192898848,0.15357457446533318,if
ST,abortion,0.08800687629379599,-0.00035300699148613777,-0.08815228372145453,may
MT,abortion,-0.04492846668216698,4.955300445512038e-05,0.0448789281906976,may
ST,abortion,-0.05630700581638523,0.00014540911785157883,0.05666001405763423,that
MT,abortion,0.01812796573948286,-1.843684166345004e-05,-0.01810952061942515,that
ST,abortion,0.0037830666102244893,-0.00165724572783898,-0.0021258145411140717,because
MT,abortion,4.112576374058059e-07,1.6171253316950425e-07,-5.726811444455876e-07,because
ST,abortion,-0.011762787826968353,-0.035368387196091075,0.047131174581256687,opinion
MT,abortion,-0.05332609199759166,0.009112519663212686,0.04421357023252404,opinion
ST,abortion,0.04961102372354453,0.02398621149999981,-0.07359722947660259,because
MT,abortion,-0.016847571246633983,0.06727529901904157,-0.05042772257504783,because
ST,abortion,-0.019009679937509797,0.027716492288999944,-0.008706808168340794,that
MT,abortion,0.030537865604572056,0.0371269781237069,-0.06766484716602353,that
ST,abortion,0.027521280831633164,-0.002596982302854288,-0.024924297823335714,for
MT,abortion,-0.0015582962267619849,0.000528804643245748,0.0010294905823778787,for
