model,topic,class_0_weight,class_1_weight,class_2_weight,word
MT,cloning,-0.18505124566804634,0.1807572730232101,0.057939863858034076,that
ST,cloning,-0.04220995543227336,0.0213340511332373,-8.399167869879316e-05,since
MT,cloning,-0.09537368024946419,0.0374338174506542,0.0042939649325504465,since
ST,cloning,-0.15409388283747194,0.0014975753664257974,0.15259631485699401,could
MT,cloning,-0.25561880716662216,0.00011728023742910055,0.25550151462041915,could
ST,cloning,0.04824055357722447,-0.00026719252340918896,-0.047973373109826876,that
MT,cloning,0.03001953709256401,-4.220150174018563e-05,-0.029977341757814205,that
ST,cloning,-0.13450893057662194,0.07389555083437988,0.060613386757432906,think
MT,cloning,-0.11852753839409355,0.1443037596026885,-0.02577621502428268,think
ST,cloning,-0.05747747110896047,0.06348957934087592,0.029046920044940455,that
MT,cloning,-0.03140535281500129,-0.02467928927240549,0.012819912946097092,that
ST,cloning,-0.03479840572179136,0.028430555990969993,-0.02869117095721518,because
MT,cloning,0.03092848243984933,0.018585441705116525,-0.006249184154662445,because
ST,cloning,0.011735161193478425,-0.01947715696755417,0.007741998228262524,that
MT,cloning,-0.0032609717278871413,0.003265359277593484,-4.3777452492613645e-06,that
ST,cloning,-0.09485352511322202,0.11671321808607481,-0.07653399401249474,could
MT,cloning,-0.10550188596160683,0.08039453243123158,0.04142104649501996,could
ST,cloning,-0.08192388651267038,0.08166617232165195,0.027017341960324917,if
MT,cloning,-0.0935678550375808,0.05214681191746039,0.025107356945270776,if
ST,cloning,-0.005132168476357035,0.054906545161389576,-0.021859688165629002,may
MT,cloning,0.029976312647279485,-0.032154709378344956,0.00217839379216141,may
ST,cloning,-0.06632340809924818,0.006043043639836386,0.06540030894877366,would
MT,cloning,-0.10653916732947043,0.10376603301787839,-0.003494997693799037,would
ST,cloning,-0.017957866907179248,0.0009231014530914005,0.011914817440357318,that
MT,cloning,0.0007588059674947368,0.002736197298548701,0.0027731351731715603,that
ST,cloning,-0.10633294803454982,0.019768568607616988,0.086564377937118,for
MT,cloning,0.020040016095902082,-0.01572009032269419,-0.0043199316520419855,for
ST,cloning,0.00964198155767809,-0.00990886536887684,0.0002668858587492313,would
MT,cloning,0.01206567948313611,-0.011853819142968926,-0.0002118718390149548,would
ST,cloning,0.0447502336158287,-0.026576738277820974,-0.018173490885827915,would
MT,cloning,0.09080078054626727,-0.0729958176877323,-0.01780496032447981,would
ST,cloning,-0.09833224932147461,0.0726970514556803,0.05432888829821852,for
MT,cloning,-0.11271318080198033,0.10277543997528446,-0.10380229397785015,for
ST,cloning,-0.021312324954751723,0.044003361904723856,-0.05138472616523586,would
MT,cloning,0.0010268436995903656,0.06221020391426448,0.05050297976362231,would
ST,cloning,-0.08212084072433355,0.0530488848921349,0.02907196223690561,conclusion
MT,cloning,-0.1239956835707727,0.051177815039751925,0.07281787119294195,conclusion
ST,cloning,-0.03792382871287763,0.03500902776562482,0.002914803828959209,that
MT,cloning,-0.013780365955228203,0.02556075395600399,-0.011780397701809966,that
ST,cloning,-0.0508966640716378,0.05122257850806221,-0.0003259149958344976,because
MT,cloning,-3.557019973814407e-05,3.505965332424272e-05,1.9835793441188154e-06,because
ST,cloning,-0.006008367917932706,0.006167445314116232,-0.00015906992030840437,if
MT,cloning,-9.306827177401706e-06,7.336071069281615e-06,5.145427242538964e-07,if
ST,cloning,-0.025807987638847833,0.04938804470611922,0.040302838407285685,that
MT,cloning,0.09936174858211723,-0.07412604370867416,0.0482837842604213,that
ST,cloning,-0.01861391343224992,-0.014494848547067465,-0.030774127311731014,for
MT,cloning,-0.010640517312878425,-0.0376432668437606,-0.025235716286978408,for
ST,cloning,-0.005381219538674008,0.0053680622401189445,1.3156411602361172e-05,i
MT,cloning,-8.509667248727435e-05,4.2018425566541706e-05,4.307769050771212e-05,i
ST,cloning,-0.05073345241585471,0.21640372068265448,-0.23309762303159998,would
MT,cloning,-0.08672608145813294,0.11224239479775457,-0.057354068099878114,would
ST,cloning,-0.042577817531714086,0.08788886737529464,-0.03715541834713543,potential
MT,cloning,-0.07526970958978675,0.02905850652983403,0.0480015745125945,potential
ST,cloning,-0.024246411738003838,-0.02194717163823872,0.029581942745773214,that
MT,cloning,-0.06510644618065724,0.027268143311449833,0.03604792898121956,that
ST,cloning,0.01669390321956086,0.013939518139973133,0.028638301589977603,because
MT,cloning,0.03115361406183846,0.026200451118322785,-0.025516314662103537,because
ST,cloning,-0.007634765043738319,0.011121192149437607,0.013125220926175438,may
MT,cloning,0.004217952910484913,-0.0018996370037570607,-0.0023183142677964713,may
ST,cloning,-0.12106401847857648,0.12967279184491845,-0.00860877441489046,would
MT,cloning,-0.0806997903685946,0.13659318884179278,-0.05589340780875836,would
ST,cloning,-0.03882042377224136,0.03230398146894025,0.00651643836616661,for
MT,cloning,-0.023542246333602062,0.02592956276649,-0.002387315568797219,for
ST,cloning,-0.05759309494696965,-0.11391829522721082,0.15257301282038402,that
MT,cloning,-0.0921395975158293,0.1341822267679249,-0.04204262556513352,that
ST,cloning,-0.02088451298633601,-0.09497992251595817,0.09458529260226248,would
MT,cloning,-0.07335235635400597,0.06976241878793624,0.033669110510494905,would
ST,cloning,0.019333003127130557,0.02708615554273911,-0.006201647811589616,for
MT,cloning,-0.0015876228951376792,-0.03208149799698845,0.003589931554746372,for
ST,cloning,0.0975933523996069,-0.009191467526813903,-0.08840189324818964,if
MT,cloning,0.021226081058724106,-0.01995913169744067,-0.0012669515008364458,if
ST,cloning,-0.11006918862083798,0.07621931389009279,0.033849872190050645,if
MT,cloning,-0.10214812774413237,0.03141997233623951,0.07072815895891256,if
ST,cloning,-0.012283326931978845,-0.00029028825832274713,0.012573607651102268,since
MT,cloning,-0.0775156244152581,-0.00026669280338249065,0.0777823097254027,since
ST,cloning,-0.046620441385693115,0.0008994892995823838,0.04572096086458848,may
MT,cloning,-0.23002936463454202,-0.006856330670968057,0.23688568942433005,may
ST,cloning,-0.06614617408501622,-0.024839512846949116,0.09098569833715121,that
MT,cloning,-0.12369120329409776,0.01807063490321308,0.10562056977611103,that
ST,cloning,-0.3049902794719734,0.15739416430382597,0.14759611164817435,could
MT,cloning,-0.17015719335389876,0.11499691947000035,0.055160285528032066,could
ST,cloning,-1.1526762936224977e-05,7.710862588959102e-06,5.3628892775517275e-06,think
MT,cloning,-6.5977042628871865e-06,3.669813093050656e-06,-3.0499809787157677e-06,think
ST,cloning,8.788013068199051e-06,6.172298993288187e-06,-4.270714318468431e-06,i
MT,cloning,5.7997509827423865e-06,-2.7526176864312335e-06,2.914525897339964e-06,i
ST,cloning,-5.048062126497714e-06,-4.519992810794543e-06,-2.677442672502753e-06,for
MT,cloning,-1.213090466544938e-06,-3.2865917482352556e-07,1.5315445349276167e-06,for
ST,cloning,-0.10276176804595472,0.03576662256474238,0.06699514102221998,could
MT,cloning,-0.09921349908482692,0.0209381417297704,0.07827536364683955,could
ST,cloning,-0.038281657431752984,-0.0015556117160927824,0.039837273566280404,for
MT,cloning,0.03438774206510156,-0.008092059397185648,-0.026295686343415264,for
ST,cloning,0.00427012340359994,-0.0014186139472532806,-0.002851516729666857,for
MT,cloning,0.030274644457142234,-2.786573646635101e-05,-0.03024678240729296,for
ST,cloning,1.9608400829074717e-05,-1.4540301486151453e-05,-5.0615069997221416e-06,that
MT,cloning,1.3753943874142532e-06,-1.781841281272187e-06,3.948152314866597e-07,that
ST,cloning,-0.07672705825327414,0.08111325402076566,-0.004386190203616087,if
MT,cloning,-0.18232033440532075,0.23658221455931944,-0.05426187816616231,if
ST,cloning,-0.09440092019228337,0.08597154435993724,0.008429374245913694,would
MT,cloning,-0.05677002876443231,0.057013474296127055,-0.00030441931898870833,would
ST,cloning,0.03677082153799718,-0.029749367440394154,-0.007021453940268027,that
MT,cloning,-0.030155106476346005,0.030459518914650475,-0.00024345433439579536,that
ST,cloning,-0.03429643474806412,-0.05179700606753206,0.08609343421430149,that
MT,cloning,0.0615221166423417,0.00478400136217238,-0.05771023495884316,that
ST,cloning,-0.031272016864084075,-0.021094565826080963,0.05236658010030528,for
MT,cloning,-0.0259095876984154,-0.0038118744162936014,0.021125588708096214,for
ST,cloning,0.10879297351308966,0.007424197829200231,-0.11615162967872425,that
MT,cloning,0.038981907737016826,0.0033115466963563114,-0.04229345692305999,that
ST,cloning,0.05564671591738952,0.007358651319345119,-0.06307090965167277,for
MT,cloning,-0.026504234458188197,0.002810505667777282,0.023693734196012037,for
ST,cloning,0.024537739350302006,-0.04137658986215153,0.016838841593332814,that
MT,cloning,-0.0365160845978381,-0.011205001029585685,0.047721095973407415,that
ST,cloning,-0.005724452343084792,-0.004330403665194056,0.010054863473201213,i
MT,cloning,0.004372273088917032,-0.007702502418669756,0.0033302282064642465,i
ST,cloning,0.02067757674226756,-0.0987531609507301,0.07807558785588617,for
MT,cloning,-0.06382503720579656,0.07429750811002714,-0.0104724696759086,for
ST,cloning,-0.020811034108374114,-0.1013096576625529,0.12212069122932402,for
MT,cloning,-0.030285829109921437,0.015914262508498752,0.014371572451529828,for
ST,cloning,0.025551732510618017,-0.025512742804885483,-3.900245803825907e-05,point
MT,cloning,0.020108776929114253,-0.019939301347390057,-0.00016947192784939956,point
ST,cloning,-0.3576061981267756,0.356556545044834,0.0010496510938859927,would
MT,cloning,0.0021821182639040495,-0.002474417530604951,0.00029228921486503456,would
ST,death_penalty,-0.02979161462419284,0.04901871297196976,-0.019227099270472905,that
MT,death_penalty,-0.0017451057519250672,-0.11123976870561385,0.1129848881046006,that
ST,death_penalty,0.15847625897536152,-0.007313123067457893,-0.15116313591546474,because
MT,death_penalty,-0.006082728653608151,-0.0011093227615039491,0.007192044429972261,because
ST,death_penalty,-0.017806837277589645,-0.051252571158385364,0.06905940332485204,for
MT,death_penalty,0.019386579020380903,0.04365712207145258,-0.06304370080545968,for
ST,death_penalty,0.011528057847325532,0.006699203446217039,-0.018227263045442678,i
MT,death_penalty,0.0056135566242474216,-0.040878857132404155,0.03526529837800009,i
ST,death_penalty,0.10956358032440056,0.010560255841940641,-0.10479348349338449,however
MT,death_penalty,-0.03920045636208515,0.03359630785127969,0.026764193822067427,however
ST,death_penalty,0.04155696945602196,-0.004770100863945424,-0.052117220305893414,that
MT,death_penalty,-0.0302565045057145,-0.014519701503774572,-0.013250268187921996,that
ST,death_penalty,-0.006275898878661206,-0.0022547776840534197,0.008530679720039566,for
MT,death_penalty,0.02776997122195696,0.01243626073595851,-0.003339799479295575,for
ST,death_penalty,0.05786147091197002,0.013827178104349396,-0.05078910850216503,opinion
MT,death_penalty,-0.03888549122611253,0.01959915514901689,0.031189565242733433,opinion
ST,death_penalty,-0.03931205380399119,0.012775515565130707,0.025484869265943563,given
MT,death_penalty,-0.029929160216868037,0.01134892881905051,0.02753656776101997,given
ST,death_penalty,-0.03285173332502214,-0.007072369031251358,0.020076218459072467,that
MT,death_penalty,-0.02340263120182341,-0.0012604057380926619,0.024480888059645118,that
ST,death_penalty,0.013034745959392987,-0.006000785170995025,-0.007033960705571701,for
MT,death_penalty,-0.002148370876117045,-0.0010782501021656173,-0.017450780358124415,for
ST,death_penalty,-0.03253639051361911,-0.020357387140478845,0.026935774474344965,should
MT,death_penalty,-0.014203512308717291,0.01434870928419677,0.000748767097209371,should
ST,death_penalty,-0.006578385148178307,0.02017304232859345,0.01236334330059332,result
MT,death_penalty,-0.00996425670315156,0.009215489614508566,-0.00014520188410609678,result
ST,death_penalty,-0.021155253941434835,0.020616828690068246,0.018924000388807073,that
MT,death_penalty,0.12871773888597896,-0.09037071905208369,-0.0383470177918224,that
ST,death_penalty,-0.00937461747599391,0.0022312581801375462,-0.01124220904770434,for
MT,death_penalty,0.08321402714147691,-0.06291510675437441,-0.020298911795502438,for
ST,death_penalty,-0.12069077150543026,0.11967563402940135,0.00921687039691591,for
MT,death_penalty,-0.12460915364763009,0.13135611893188578,-0.006746978442009609,for
ST,death_penalty,-0.06722951740714042,0.05801264942057046,0.0010151429047084738,i
MT,death_penalty,0.037213919095111445,-0.03437580910908595,-0.002838109817015868,i
ST,death_penalty,-0.02680623052768668,-0.11791026857420575,0.13964602036513368,for
MT,death_penalty,-0.08672321872411877,-0.07568637642136587,0.05711989330775955,for
ST,death_penalty,-0.02173575025465292,-0.0777158357867549,0.10452206116888474,thus
MT,death_penalty,0.05985527613679363,0.02960333757927526,0.015831110119030486,thus
ST,death_penalty,0.08026624593564614,-0.05722678390943013,0.023485865721887326,i
MT,death_penalty,-0.0005145667229121711,-0.00017635072209251537,0.0004406252331436559,i
ST,death_penalty,-0.061919125404204974,-0.05671329653327801,-0.023039456516391867,for
MT,death_penalty,0.00036399117047034013,7.883594368782898e-05,0.0002499046445386555,for
ST,death_penalty,0.05986468183384996,0.03843326365854966,-0.013395431252392854,if
MT,death_penalty,-0.000328739783104675,7.393802882098336e-05,-0.00023477602334050465,if
ST,death_penalty,0.023765919322047205,-0.010370498628548733,-0.003151383619892291,that
MT,death_penalty,0.0001924572123816859,4.2324565444226736e-05,-0.00018762920592746367,that
ST,death_penalty,0.016337016453780075,-0.0092823987135657,-0.007054617188448614,that
MT,death_penalty,0.0022579867916632645,-0.001854149823480354,-0.0004038331058853234,that
ST,death_penalty,-0.009528006352928832,0.00934265899494558,0.00018534691675459658,that
MT,death_penalty,0.008663120493936813,0.007658236936969443,-0.01632134486423844,that
ST,death_penalty,-4.77990574961184e-06,1.2767058459819081e-05,-7.988445762761256e-06,i
MT,death_penalty,-8.282537611795348e-07,2.4013052836810403e-06,-1.5932575493524582e-06,i
ST,death_penalty,-0.002395097253298736,0.005254396377180409,-0.002859289523136771,i
MT,death_penalty,0.2167959086505765,-0.008715760414242477,-0.20808015110578684,i
ST,death_penalty,-0.0016685030010647269,-9.176174617410612e-06,0.0016621106024521041,mean
MT,death_penalty,-8.658649975454255e-06,-1.8816200846263929e-06,1.0545053750140233e-05,mean
ST,death_penalty,0.00032180051933587337,6.378525544761798e-06,-0.0003126246972318312,that
MT,death_penalty,2.9200989566146505e-06,5.317279518985233e-07,-3.457682184583177e-06,that
ST,death_penalty,0.09375890861889723,-0.04112324555796474,-0.05263565979453077,however
MT,death_penalty,0.06033119079482025,-0.05926579938725775,-0.0010653853326605368,however
ST,death_penalty,0.06413920555801492,-0.09624135334252844,-0.03907185221960496,that
MT,death_penalty,-0.044763976782483506,0.046107218197125474,-0.05803487605065034,that
ST,death_penalty,0.023194188923984782,0.046896823647657924,0.032102144276579134,believe
MT,death_penalty,0.03550009315997816,0.029385368703274888,-0.048624423546859454,believe
ST,death_penalty,-0.02061736459011838,0.031968663238672056,-0.020476704336482132,for
MT,death_penalty,0.02864951039094651,0.02373230185593923,-0.024528451045104833,for
ST,death_penalty,-0.00782496633808337,-0.002717486512230679,-0.011351301984941525,think
MT,death_penalty,-0.021578768803432364,0.013124328352618406,0.021031667776170836,think
ST,death_penalty,5.198969884040663e-06,-5.69981859597985e-06,5.014075759808472e-07,that
MT,death_penalty,4.279318964610562e-06,-3.4207068939565687e-06,-8.619270052653252e-07,that
ST,death_penalty,-0.04388480265576578,0.048293570591746104,-0.05566542102831434,that
MT,death_penalty,-0.056122402321646496,0.07037918241350313,-0.06159855275147468,that
ST,death_penalty,0.007371848235797338,0.009319772703929238,0.0345650255027495,fact
MT,death_penalty,-0.008658209336938973,0.07025675955278643,-0.014256785567836244,fact
ST,death_penalty,-0.000996754478337612,-0.06494324002565989,0.06593999766292713,that
MT,death_penalty,-0.07560352867514862,-0.07410516813844566,0.14970870459581617,that
ST,death_penalty,-0.10810274160311915,0.10448202873379563,0.0036207093703432415,for
MT,death_penalty,-0.11604282631011277,0.10974491963962303,0.006297903749162,for
ST,death_penalty,-0.04659270664802516,0.12864889959048695,-0.0820561986115212,may
MT,death_penalty,0.027947914637050725,0.046071407739413935,-0.07401932284077477,may
ST,death_penalty,0.0014203806510266028,-0.003244350055100425,0.0018239692200637241,for
MT,death_penalty,-0.0009199148131951493,0.0005601794186721414,0.00035973022233838354,for
ST,death_penalty,-0.028297106787056665,0.05352558951446578,-0.025228475939223893,that
MT,death_penalty,0.09904752832937243,-0.09118403646731356,-0.007863499920829055,that
ST,death_penalty,-0.05432990854326893,0.08844706967247584,-0.03411716826901881,result
MT,death_penalty,-0.049961405006928826,0.050103736125453636,-0.0001423288872931868,result
ST,death_penalty,0.10478605388231883,-0.02495395104060705,-0.07983210879824172,believe
MT,death_penalty,0.10161835267978025,-0.06040391320211309,0.07383706055950898,believe
ST,death_penalty,-0.03650763087256814,0.02265352018610061,0.013854103094151558,that
MT,death_penalty,-0.029801735661292267,-0.044035335273406695,-0.04121444317317336,that
ST,death_penalty,-0.034681749243785955,0.03524318954260944,0.06021689365597142,for
MT,death_penalty,-0.046460818234474316,0.02588032739842114,0.020705544642785165,for
ST,death_penalty,-0.017831820226388257,-0.025535140588976463,-0.017411368171264905,should
MT,death_penalty,-0.019308833104215054,-0.0013967077168918027,0.020580500925141056,should
ST,death_penalty,0.12812522944786753,-0.14135283802145945,0.013227606827776392,for
MT,death_penalty,0.0016798460712716024,-0.0016717344759623253,-8.109914813071649e-06,for
ST,death_penalty,-0.0505416909689725,0.026300375859133706,0.024241322454499798,for
MT,death_penalty,0.016765649910901726,0.0044262352584683385,-0.021191877071861914,for
ST,death_penalty,-0.09765247704520154,0.08524400841716066,0.012408464959967168,could
MT,death_penalty,-0.03727620278405741,0.0753989614664305,-0.038122755847717515,could
ST,death_penalty,0.029964505948739895,-0.021646776281590244,0.010242855039505566,would
MT,death_penalty,-0.01515123674597327,-0.013212518938066062,0.028363754136408525,would
ST,death_penalty,-0.010458944681357274,0.00021608208297511033,-0.008317741792204536,that
MT,death_penalty,0.0011067103777321525,-0.011725265458405274,0.010618555564415736,that
ST,death_penalty,-1.2969381464582599e-05,4.004447673949137e-06,1.6609183539616668e-05,for
MT,death_penalty,-1.8294082149310895e-06,3.216318993088135e-07,1.5073204990816875e-06,for
ST,death_penalty,-7.3494868653578915e-06,-3.6852109132440814e-06,1.1036123838456131e-05,that
MT,death_penalty,-7.829417424077994e-07,-1.7800869934037705e-07,9.57657878871599e-07,that
ST,death_penalty,-6.711692035976517e-06,-3.632004135888365e-06,2.7155341983608223e-06,must
MT,death_penalty,3.131547157687199e-07,-1.3448929530327532e-07,-1.830906239209478e-07,must
ST,death_penalty,-0.05861903540626588,0.005277653990938172,0.05334137574764546,for
MT,death_penalty,-0.09384476829319018,-0.020130697895134792,0.09369758731163745,for
ST,death_penalty,0.05386700905496771,-0.003727260325160919,-0.050139747638544195,if
MT,death_penalty,-0.02951466084054205,-0.002640948629417124,0.032155616724330996,if
ST,death_penalty,-0.025238526272717613,0.0011883946362728764,0.02405013447651081,therefore
MT,death_penalty,0.002101368133287097,0.00014717785456378946,0.018029324247151892,therefore
ST,death_penalty,0.080606224099367,-0.05346279277058917,-0.027143433439454887,for
MT,death_penalty,0.00792614088887521,-0.00296684459055479,-0.004959298109555298,for
ST,death_penalty,0.0023793362172022667,-0.1109855818769734,0.10860625267878928,for
MT,death_penalty,-0.03630856349328396,-0.04899372832113769,0.08530228767714007,for
ST,death_penalty,-0.0327931126825899,0.1518920220121584,-0.11909890461019783,since
MT,death_penalty,0.012719326723129075,0.10597354286474285,-0.11869286683990347,since
ST,death_penalty,-0.0008338066475993727,0.0008018134255718628,3.201337742941677e-05,if
MT,death_penalty,-0.019554396512736452,0.0010030314091250838,0.018551361524795196,if
ST,death_penalty,-0.002740499249317682,0.002168003668387896,-0.0005927212232317086,that
MT,death_penalty,-0.0036225332915555946,0.003627869530431571,-5.3330017859959875e-06,that
ST,death_penalty,0.0002224330210559876,0.00037028091059493687,0.000572504093508898,i
MT,death_penalty,0.0030485836956699454,-0.0030536702488662137,5.0749164965283385e-06,i
ST,death_penalty,7.14902559348081e-06,-3.7462667237179376e-06,-3.4209598238609302e-06,i
MT,death_penalty,1.836623781668437e-06,-1.3860766580233263e-07,-1.70864047399072e-06,i
ST,death_penalty,-0.012444055863075341,-0.0251388009790866,0.03758285535113532,that
MT,death_penalty,-0.08742197428574819,0.0686546038102516,0.01876737292766982,that
ST,death_penalty,0.024543999836901254,-0.027468033930817662,0.002924028567559217,that
MT,death_penalty,0.009216174991059974,0.039078546684938695,-0.04829472225772387,that
ST,death_penalty,-0.10320904320590225,0.11468074454181808,0.03361320861842794,would
MT,death_penalty,-0.1432731878585544,0.19206840161972016,-0.04879521538986651,would
ST,death_penalty,-0.034077368992233105,0.0004641616746892866,-0.011471699049024665,that
MT,death_penalty,-0.04847156078326268,0.05969646907820996,-0.011224911174529732,that
ST,death_penalty,0.04718592711648813,0.009317772400836845,-0.056503710385973877,that
MT,death_penalty,0.035012973196556205,-0.007985047736814748,-0.027027933653202437,that
ST,death_penalty,-2.147546956782993e-05,1.48305229217058e-05,6.650474582761712e-06,if
MT,death_penalty,-0.00017344421319650722,2.0165246167067237e-05,0.0001532773219327093,if
ST,death_penalty,0.053438118923503516,-0.14586484548875095,0.09242673026758476,that
MT,death_penalty,0.01645005230174217,-0.029650490993142285,0.013200448636432778,that
ST,death_penalty,0.12487705240022738,0.005972362935113536,-0.1308494196493348,that
MT,death_penalty,-0.001163065493147495,-0.0006917925750204035,0.0018548553221598425,that
ST,death_penalty,0.04525364940807023,-0.05004539449495675,0.0047917369987465295,believe
MT,death_penalty,-0.05249852100815724,0.053488315995351386,-0.0009897994914220007,believe
ST,death_penalty,4.986060477896014e-06,-4.791489956669731e-06,8.668247259380326e-07,since
MT,death_penalty,-3.4500461524107205e-06,1.9707884419901283e-06,-2.9394804086937823e-06,since
ST,death_penalty,-8.854844647220881e-07,1.9153605707687697e-08,-2.0799241532319998e-07,for
MT,death_penalty,3.418419936488123e-06,-4.6769796022043466e-07,1.4889682937608036e-06,for
ST,death_penalty,-0.13277896839821912,0.023114822267616457,0.109664137137325,if
MT,death_penalty,-0.00041677366009095596,0.0003703276824849596,4.644045272938666e-05,if
ST,death_penalty,0.027931013346659577,-0.16734756356246394,0.13941653391385464,thus
MT,death_penalty,-0.14079900013503382,0.16855090485331484,-0.027751897890815336,thus
ST,death_penalty,-0.023864608683264878,0.02131830082455822,0.01411066498162609,that
MT,death_penalty,-0.06859230406434873,-0.06862295731777698,0.04659939729151217,that
ST,death_penalty,-0.023351998299564927,0.009753945211507969,0.0020336869474786227,could
MT,death_penalty,0.022023576787099996,0.06291945122826305,0.005672859915267509,could
ST,death_penalty,-0.06591453409833654,-0.06681793311559782,0.13273247935390126,for
MT,death_penalty,-0.00046296722220602653,-0.030674531623705144,0.03113750063329109,for
ST,death_penalty,-0.31719835209856634,-0.0595815999504724,0.31809001963119954,believe
MT,death_penalty,-0.23876832255711888,0.055881340647242865,0.2421177992498444,believe
ST,death_penalty,-0.07390318149811714,0.0155133573847542,0.05838982088310436,that
MT,death_penalty,-0.10225349765505881,-0.04014238668304112,0.08309511953906183,that
ST,death_penalty,0.047646121034159175,-0.0036772923337174673,-0.03372016447156591,i
MT,death_penalty,-0.09190902660295186,0.01915838812098314,0.06658332022450715,i
ST,death_penalty,0.03739746119394548,-0.0008916660851736789,0.011935475792468841,should
MT,death_penalty,-0.026440928796686834,-0.0033494719202372056,0.036027679372271235,should
ST,death_penalty,0.0681272098937711,-0.06710604835407234,0.0037600909833527124,for
MT,death_penalty,0.1253561255043488,-0.12368956762829973,-0.00704331850319378,for
ST,death_penalty,-0.03916414181375591,0.03660123248928571,0.0025629134567736133,should
MT,death_penalty,-0.07908194632672359,0.07238911634782519,0.006692829398918337,should
ST,death_penalty,-0.016092398187719507,0.01233230390118607,-0.001021149847714431,that
MT,death_penalty,0.06776734476085951,-0.0607240311014841,-0.0016665547325642035,that
ST,death_penalty,-0.07426715176189412,0.17642574627726304,-0.10215859994002573,that
MT,death_penalty,0.02998571362079504,-0.08663409635376622,0.05958488797233165,that
ST,death_penalty,-0.04120940273447067,0.024397387060363294,0.01681200494020775,fact
MT,death_penalty,0.01066071273527902,-0.07024559380038221,0.0566483823512924,fact
ST,death_penalty,0.07771810174553959,-0.10000727516220424,0.022289170522820107,given
MT,death_penalty,-3.276409776535663e-06,2.6262496249413267e-06,6.446337719407324e-07,given
ST,death_penalty,0.0070515710248200796,-0.004613211313471317,0.0026342321380035012,because
MT,death_penalty,0.017504010428182573,-0.015652323368148553,-0.0068630310400818895,because
ST,death_penalty,0.001262311804686666,-0.0038965394659870533,-0.002438350954785994,if
MT,death_penalty,0.0065901505901632875,0.000272889387144522,-0.0018516775339871938,if
ST,death_penalty,-0.0064701460206834,2.931578984515002e-05,0.006440836682001949,for
MT,death_penalty,4.810181099962349e-06,-4.597775110573992e-06,1.5406706042555359e-06,for
ST,death_penalty,-0.004455129194624593,2.4766183705168664e-06,0.0044526502805972545,obvious
MT,death_penalty,2.7957735132898758e-06,-4.332537369835378e-06,-2.0924137530260652e-07,obvious
ST,death_penalty,0.007995556882829585,-0.009335607425247118,0.001340054747325321,for
MT,death_penalty,0.002143239352878569,-0.0019045344427339212,-0.00023871518162013537,for
ST,death_penalty,0.0001665059436679485,-0.004382149143343883,0.004215640167418002,obvious
MT,death_penalty,-0.0002129845136845925,0.00038382126149247466,-0.0001708459392710942,obvious
ST,death_penalty,3.943194779884021e-06,-4.136565117568879e-06,-3.355847106953369e-06,i
MT,death_penalty,3.664676405755922e-06,-2.5673581621252885e-07,-3.4964452674146176e-06,i
ST,death_penalty,2.2678879923810924e-06,-6.045692906024101e-07,1.8602143845011819e-06,that
MT,death_penalty,6.059461238407779e-07,-1.5095198570832208e-07,-3.4470119840963314e-07,that
ST,death_penalty,0.0008061736802099774,-0.0008079024144854454,1.7252941565707238e-06,that
MT,death_penalty,0.020384431611746922,-0.020332233726211183,-5.2210443876711025e-05,that
ST,death_penalty,-9.791459023861089e-05,9.767889891953575e-05,2.272116545875451e-07,for
MT,death_penalty,0.005645421837405355,-0.005644073689148989,-1.3489067484448952e-06,for
ST,death_penalty,-0.004238046082874226,0.004272311070374385,-3.426561216241254e-05,for
MT,death_penalty,-2.2434621851264164e-06,1.1953567717552093e-06,1.0571277684240083e-06,for
ST,death_penalty,3.3586999331533322e-06,1.511892738447231e-07,-3.523077091687437e-06,i
MT,death_penalty,3.980161635556724e-07,1.9300526151785835e-06,-2.319106178245824e-06,i
ST,death_penalty,-0.27956416188436534,0.1854237484662822,0.0941404085463016,reason
MT,death_penalty,-0.3953566375946964,0.38534374608124583,0.010012880947255665,reason
ST,death_penalty,0.09312972107801083,-0.05441047009820761,-0.0387192550169605,however
MT,death_penalty,-0.04802072578741757,0.0463332843398665,-0.009553614206831266,however
ST,death_penalty,0.023020050973258373,-0.00636174299487603,-0.01665830075332473,for
MT,death_penalty,0.044908222371882425,-0.03535461536195347,0.001687447666760444,for
ST,death_penalty,0.008734334722120162,-0.009039093340075645,0.0003047558597669005,that
MT,death_penalty,6.924844331738553e-06,-6.476276334510626e-06,-4.5353544955454313e-07,that
ST,death_penalty,0.0008827199589871787,-0.0007804324420134439,0.0001299667160069094,would
MT,death_penalty,-9.8736531342343e-06,2.770330461019305e-06,7.108508920775554e-06,would
ST,death_penalty,0.000806590887659766,-0.000779452799767932,-0.00010228136296683402,if
MT,death_penalty,4.676077465903795e-06,-2.1998475054742537e-06,-2.46579966285748e-06,if
ST,death_penalty,-0.0002985429594410164,0.00016857265556129424,-2.7156090050382717e-05,for
MT,death_penalty,-2.7371911927889605e-07,5.655045925713901e-08,2.123217224437225e-07,for
ST,death_penalty,0.022428629312140805,-0.11434057066996181,0.09191193222886045,believe
MT,death_penalty,0.05644751545129098,-0.06266854314701503,0.006221018724108393,believe
ST,death_penalty,0.04208377069434104,-0.008950326041125639,-0.03313343932592152,should
MT,death_penalty,0.09962661167867312,-0.09164717554358089,-0.00797944443159431,should
